claim_id,manuscript_line,claim_text,claim_scope,evidence_class,mapping_status,matched_inferential_rows,matched_planned_rows,report_family,environment_or_severity,contrast_name,metric,report_holm_paired_t_p,report_holm_wilcoxon_p,source_file,source_row,source_kind,reason_if_unresolved
introduction_stationary_crisp.01,200,"In stationary settings, crisp baselines may equal or exceed the fuzzy branch.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_stationary.reported_supplemental,CliffWalking-confirmatory,fuzzy_reliability_vs_crisp,return_auc,8.223637584095973e-05,0.000284428568898,results/fuzzy_reliability_confirmatory/reported/planned_contrasts.csv,5,planned,
introduction_stationary_crisp.02,200,"In stationary settings, crisp baselines may equal or exceed the fuzzy branch.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_stationary.reported_supplemental,FourRooms-9-support-shift-confirmatory,fuzzy_reliability_vs_crisp,return_auc,1.0,1.0,results/fuzzy_reliability_confirmatory/reported/planned_contrasts.csv,6,planned,
introduction_stationary_crisp.03,200,"In stationary settings, crisp baselines may equal or exceed the fuzzy branch.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_stationary.reported_supplemental,FrozenLake-4x4-slippery-confirmatory,fuzzy_reliability_vs_crisp,return_auc,9.691382659704097e-09,2.123415470123291e-07,results/fuzzy_reliability_confirmatory/reported/planned_contrasts.csv,7,planned,
comparator_independent_evaluation_null.01,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,CliffWalking-v1,validated_vs_original_dqn,return_auc,1.0,1.0,results/dqn_strong_validation/planned_contrasts.csv,2,planned,
comparator_independent_evaluation_null.02,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,FourRooms-11-slip-unseen-goals,validated_vs_original_dqn,return_auc,0.9097077852196748,1.0,results/dqn_strong_validation/planned_contrasts.csv,3,planned,
comparator_independent_evaluation_null.03,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,FourRooms-7-unseen-goals,validated_vs_original_dqn,return_auc,0.6674808697864185,1.0,results/dqn_strong_validation/planned_contrasts.csv,4,planned,
comparator_independent_evaluation_null.04,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,FourRooms-9-slip-unseen-goals,validated_vs_original_dqn,return_auc,1.0,1.0,results/dqn_strong_validation/planned_contrasts.csv,5,planned,
comparator_independent_evaluation_null.05,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,FrozenLake-4x4-slippery,validated_vs_original_dqn,return_auc,0.2319703236558803,0.2725901850142977,results/dqn_strong_validation/planned_contrasts.csv,6,planned,
comparator_independent_evaluation_null.06,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,FrozenLake-8x8-slippery,validated_vs_original_dqn,return_auc,0.2319703236558803,0.3040607661256609,results/dqn_strong_validation/planned_contrasts.csv,7,planned,
comparator_independent_evaluation_null.07,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,MiniGrid-Empty-5x5-validation,validated_vs_original_dqn,return_auc,1.0,1.0,results/dqn_strong_validation/planned_contrasts.csv,8,planned,
comparator_independent_evaluation_null.08,819,Its purpose was to assess whether the development choice transferred to untouched seeds; no per-environment selected-versus-baseline comparison survived Holm correction.,primary_confirmatory,confirmatory,mapped,1,1,dqn_strong_validation.planned,Taxi-v3-compatible,validated_vs_original_dqn,return_auc,0.6259667081383555,1.0,results/dqn_strong_validation/planned_contrasts.csv,9,planned,
shift_design_stationary_rationale.01,944,The shift family was designed as a mechanism-targeted follow-up after the stationary experiments showed that relative reliability did not improve over count gating when count and estimator quality remained aligned.,primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,CliffWalking-confirmatory,fuzzy_reliability_vs_count,return_auc,0.9425394691671228,0.8799335323274136,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,2,planned,
shift_design_stationary_rationale.02,944,The shift family was designed as a mechanism-targeted follow-up after the stationary experiments showed that relative reliability did not improve over count gating when count and estimator quality remained aligned.,primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,FourRooms-9-support-shift-confirmatory,fuzzy_reliability_vs_count,return_auc,0.9425394691671228,0.8799335323274136,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,3,planned,
shift_design_stationary_rationale.03,944,The shift family was designed as a mechanism-targeted follow-up after the stationary experiments showed that relative reliability did not improve over count gating when count and estimator quality remained aligned.,primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,FrozenLake-4x4-slippery-confirmatory,fuzzy_reliability_vs_count,return_auc,0.643248280377755,0.4674758579455045,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,4,planned,
rq1_recurrent_positive.01,1297,"Count gating improves AUC over the \dqncomparator{} on FrozenLake 4x4 by 0.316 (bootstrap 95\% interval [0.268, 0.365], $t$-Holm $p=7.78\times10^{-12}$), FrozenLake 8x8 by 0.027 ([0.014, 0.041], $p=0.0126$), and CliffWalking by 143.3 ([113.6, 173.1], $p=6.53\times10^{-9}$).",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FrozenLake-4x4-slippery,count_vs_validated_dqn,return_auc,7.782531065181626e-12,3.289140150347484e-05,results/confirmatory_extended_compact/planned_contrasts.csv,6,planned,
rq1_recurrent_positive.02,1297,"Count gating improves AUC over the \dqncomparator{} on FrozenLake 4x4 by 0.316 (bootstrap 95\% interval [0.268, 0.365], $t$-Holm $p=7.78\times10^{-12}$), FrozenLake 8x8 by 0.027 ([0.014, 0.041], $p=0.0126$), and CliffWalking by 143.3 ([113.6, 173.1], $p=6.53\times10^{-9}$).",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FrozenLake-8x8-slippery,count_vs_validated_dqn,return_auc,0.01259408721333,0.0139748710675017,results/confirmatory_extended_compact/planned_contrasts.csv,7,planned,
rq1_recurrent_positive.03,1297,"Count gating improves AUC over the \dqncomparator{} on FrozenLake 4x4 by 0.316 (bootstrap 95\% interval [0.268, 0.365], $t$-Holm $p=7.78\times10^{-12}$), FrozenLake 8x8 by 0.027 ([0.014, 0.041], $p=0.0126$), and CliffWalking by 143.3 ([113.6, 173.1], $p=6.53\times10^{-9}$).",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,CliffWalking-v1,count_vs_validated_dqn,return_auc,6.5312693150101514e-09,2.625486524014062e-05,results/confirmatory_extended_compact/planned_contrasts.csv,2,planned,
rq1_support_shift_null.01,1297,"The count gate does not significantly improve over the \dqncomparator{} on any held-out-goal FourRooms task and is worse in mean AUC on Taxi ($-11.9$, interval [$-23.9$, $-0.3$]), although that Taxi contrast does not survive Holm correction.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FourRooms-7-unseen-goals,count_vs_validated_dqn,return_auc,1.0,1.0,results/confirmatory_extended_compact/planned_contrasts.csv,4,planned,
rq1_support_shift_null.02,1297,"The count gate does not significantly improve over the \dqncomparator{} on any held-out-goal FourRooms task and is worse in mean AUC on Taxi ($-11.9$, interval [$-23.9$, $-0.3$]), although that Taxi contrast does not survive Holm correction.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FourRooms-9-slip-unseen-goals,count_vs_validated_dqn,return_auc,1.0,1.0,results/confirmatory_extended_compact/planned_contrasts.csv,5,planned,
rq1_support_shift_null.03,1297,"The count gate does not significantly improve over the \dqncomparator{} on any held-out-goal FourRooms task and is worse in mean AUC on Taxi ($-11.9$, interval [$-23.9$, $-0.3$]), although that Taxi contrast does not survive Holm correction.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FourRooms-11-slip-unseen-goals,count_vs_validated_dqn,return_auc,0.3546513841508014,0.5100899562239647,results/confirmatory_extended_compact/planned_contrasts.csv,3,planned,
rq1_support_shift_null.04,1297,"The count gate does not significantly improve over the \dqncomparator{} on any held-out-goal FourRooms task and is worse in mean AUC on Taxi ($-11.9$, interval [$-23.9$, $-0.3$]), although that Taxi contrast does not survive Holm correction.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,Taxi-v3-compatible,count_vs_validated_dqn,return_auc,0.860675699923032,0.2077220830358503,results/confirmatory_extended_compact/planned_contrasts.csv,8,planned,
rq2_recurrent_null.01,1328,Count gating and tabular Q-learning are not significantly different on CliffWalking or FrozenLake 4x4 after correction.,primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,CliffWalking-v1,count_vs_tabular,return_auc,1.0,1.0,results/confirmatory_extended_compact/planned_contrasts.csv,9,planned,
rq2_recurrent_null.02,1328,Count gating and tabular Q-learning are not significantly different on CliffWalking or FrozenLake 4x4 after correction.,primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FrozenLake-4x4-slippery,count_vs_tabular,return_auc,1.0,1.0,results/confirmatory_extended_compact/planned_contrasts.csv,13,planned,
rq2_taxi_and_fourrooms.01,1328,"Count gating improves over tabular learning on Taxi by 154.4 ([135.8, 173.0], $t$-Holm $p=1.62\times10^{-14}$), but is substantially worse on all three held-out-goal FourRooms tasks: mean deficits are 1.149, 1.231, and 1.584, with all 30 pairs favoring tabular learning in each task.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,Taxi-v3-compatible,count_vs_tabular,return_auc,1.6195490462048622e-14,5.21540641784668e-08,results/confirmatory_extended_compact/planned_contrasts.csv,15,planned,
rq2_taxi_and_fourrooms.02,1328,"Count gating improves over tabular learning on Taxi by 154.4 ([135.8, 173.0], $t$-Holm $p=1.62\times10^{-14}$), but is substantially worse on all three held-out-goal FourRooms tasks: mean deficits are 1.149, 1.231, and 1.584, with all 30 pairs favoring tabular learning in each task.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FourRooms-7-unseen-goals,count_vs_tabular,return_auc,2.3749192140604006e-27,5.21540641784668e-08,results/confirmatory_extended_compact/planned_contrasts.csv,11,planned,
rq2_taxi_and_fourrooms.03,1328,"Count gating improves over tabular learning on Taxi by 154.4 ([135.8, 173.0], $t$-Holm $p=1.62\times10^{-14}$), but is substantially worse on all three held-out-goal FourRooms tasks: mean deficits are 1.149, 1.231, and 1.584, with all 30 pairs favoring tabular learning in each task.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FourRooms-9-slip-unseen-goals,count_vs_tabular,return_auc,6.351581785295711e-25,5.21540641784668e-08,results/confirmatory_extended_compact/planned_contrasts.csv,12,planned,
rq2_taxi_and_fourrooms.04,1328,"Count gating improves over tabular learning on Taxi by 154.4 ([135.8, 173.0], $t$-Holm $p=1.62\times10^{-14}$), but is substantially worse on all three held-out-goal FourRooms tasks: mean deficits are 1.149, 1.231, and 1.584, with all 30 pairs favoring tabular learning in each task.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FourRooms-11-slip-unseen-goals,count_vs_tabular,return_auc,8.105399851293836e-30,5.21540641784668e-08,results/confirmatory_extended_compact/planned_contrasts.csv,10,planned,
rq2_frozenlake8_null,1328,The FrozenLake 8x8 mean gain of 0.032 does not survive the mean-based Holm family ($p=0.0947$).,primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FrozenLake-8x8-slippery,count_vs_tabular,return_auc,0.0946552830894325,0.0484236106461761,results/confirmatory_extended_compact/planned_contrasts.csv,14,planned,
rq4_replication_gain.01,1362,"Support abstention improves over count gating by 1.164 on FourRooms 7 ([1.117, 1.211]), 1.190 on FourRooms 9 ([1.142, 1.238]), and 1.625 on FourRooms 11 ([1.560, 1.689]).",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-7-unseen-goals,support_abstain_vs_count,return_auc,6.060556276798352e-28,3.725290298461914e-08,results/support_abstention_replication/planned_contrasts.csv,3,planned,
rq4_replication_gain.02,1362,"Support abstention improves over count gating by 1.164 on FourRooms 7 ([1.117, 1.211]), 1.190 on FourRooms 9 ([1.142, 1.238]), and 1.625 on FourRooms 11 ([1.560, 1.689]).",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-9-slip-unseen-goals,support_abstain_vs_count,return_auc,7.981131918274824e-28,3.725290298461914e-08,results/support_abstention_replication/planned_contrasts.csv,4,planned,
rq4_replication_gain.03,1362,"Support abstention improves over count gating by 1.164 on FourRooms 7 ([1.117, 1.211]), 1.190 on FourRooms 9 ([1.142, 1.238]), and 1.625 on FourRooms 11 ([1.560, 1.689]).",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-11-slip-unseen-goals,support_abstain_vs_count,return_auc,4.538460162607139e-28,3.725290298461914e-08,results/support_abstention_replication/planned_contrasts.csv,2,planned,
rq4_replication_holm.01,1362,All 30 pairs favor abstention in every environment; mean-based Holm values are below $8.0\times10^{-28}$ and Wilcoxon-Holm values are $3.73\times10^{-8}$.,replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-7-unseen-goals,support_abstain_vs_count,return_auc,6.060556276798352e-28,3.725290298461914e-08,results/support_abstention_replication/planned_contrasts.csv,3,planned,
rq4_replication_holm.02,1362,All 30 pairs favor abstention in every environment; mean-based Holm values are below $8.0\times10^{-28}$ and Wilcoxon-Holm values are $3.73\times10^{-8}$.,replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-9-slip-unseen-goals,support_abstain_vs_count,return_auc,7.981131918274824e-28,3.725290298461914e-08,results/support_abstention_replication/planned_contrasts.csv,4,planned,
rq4_replication_holm.03,1362,All 30 pairs favor abstention in every environment; mean-based Holm values are below $8.0\times10^{-28}$ and Wilcoxon-Holm values are $3.73\times10^{-8}$.,replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-11-slip-unseen-goals,support_abstain_vs_count,return_auc,4.538460162607139e-28,3.725290298461914e-08,results/support_abstention_replication/planned_contrasts.csv,2,planned,
rq4_replication_vs_tabular.01,1362,"Support abstention is not superior to tabular learning after correction on these tasks, which indicates repair of harmful extrapolation rather than new transfer.",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-7-unseen-goals,support_abstain_vs_tabular,return_auc,0.4008874385636244,0.4703701268881559,results/support_abstention_replication/planned_contrasts.csv,19,planned,
rq4_replication_vs_tabular.02,1362,"Support abstention is not superior to tabular learning after correction on these tasks, which indicates repair of harmful extrapolation rather than new transfer.",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-9-slip-unseen-goals,support_abstain_vs_tabular,return_auc,1.0,1.0,results/support_abstention_replication/planned_contrasts.csv,20,planned,
rq4_replication_vs_tabular.03,1362,"Support abstention is not superior to tabular learning after correction on these tasks, which indicates repair of harmful extrapolation rather than new transfer.",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-11-slip-unseen-goals,support_abstain_vs_tabular,return_auc,1.0,1.0,results/support_abstention_replication/planned_contrasts.csv,18,planned,
rq4_minigrid_neutral,1373,"On the independent MiniGrid Empty-5x5 replication, abstention and count gating are not different (mean difference 0.019, interval [$-0.034$, 0.070], $t$-Holm $p=1$).",replication,replication,mapped,1,1,support_abstention_replication.planned,MiniGrid-Empty-5x5-replication,support_abstain_vs_count,return_auc,1.0,1.0,results/support_abstention_replication/planned_contrasts.csv,5,planned,
rq5_double_dqn,1389,"Double DQN has mean AUC $-3.763$ versus $-3.976$ for the \dqncomparator{}, a paired difference of 0.214 with interval [$-0.248$, 0.651] and Holm $p=0.723$.",primary_confirmatory,confirmatory,mapped,1,1,strong_baselines.planned,ApplicationNavigation-deployment-goal-shift,double_dqn_vs_validated_dqn,return_auc,0.7227054749918411,0.617041539400816,results/strong_baselines/planned_contrasts.csv,2,planned,
rq5_dueling_dqn,1389,"Dueling Double DQN has mean AUC $-4.100$ and difference $-0.123$ [$-0.713$, 0.419], also Holm $p=0.723$.",primary_confirmatory,confirmatory,mapped,1,1,strong_baselines.planned,ApplicationNavigation-deployment-goal-shift,dueling_double_dqn_vs_validated_dqn,return_auc,0.7227054749918411,0.761065473780036,results/strong_baselines/planned_contrasts.csv,3,planned,
rq5_minigrid_empty8,1435,"Count gating improves over the \dqncomparator{} after Holm correction only on Empty 8x8 (difference 0.596, interval [0.442, 0.750], $p=0.000761$).",exploratory,exploratory,mapped,1,1,minigrid_extended_diagnostic.planned,MiniGrid-Empty-8x8,count_vs_validated_dqn,return_auc,0.0007606583769233,0.03515625,results/minigrid_extended_diagnostic/planned_contrasts.csv,6,planned,
rq5_minigrid_tabular.01,1435,"Tabular Q-learning has the best descriptive mean environment rank (1.58) and substantially exceeds count gating on both DoorKey tasks and Empty 8x8 in raw means, although not every comparison survives the configured family correction.",exploratory,exploratory,mapped,1,1,minigrid_extended_diagnostic.planned,MiniGrid-DoorKey-5x5,count_vs_tabular,return_auc,0.2014042182883715,0.177734375,results/minigrid_extended_diagnostic/planned_contrasts.csv,8,planned,
rq5_minigrid_tabular.02,1435,"Tabular Q-learning has the best descriptive mean environment rank (1.58) and substantially exceeds count gating on both DoorKey tasks and Empty 8x8 in raw means, although not every comparison survives the configured family correction.",exploratory,exploratory,mapped,1,1,minigrid_extended_diagnostic.planned,MiniGrid-DoorKey-6x6,count_vs_tabular,return_auc,0.0002949040113202,0.03515625,results/minigrid_extended_diagnostic/planned_contrasts.csv,9,planned,
rq5_minigrid_tabular.03,1435,"Tabular Q-learning has the best descriptive mean environment rank (1.58) and substantially exceeds count gating on both DoorKey tasks and Empty 8x8 in raw means, although not every comparison survives the configured family correction.",exploratory,exploratory,mapped,1,1,minigrid_extended_diagnostic.planned,MiniGrid-Empty-8x8,count_vs_tabular,return_auc,0.5798735179561609,1.0,results/minigrid_extended_diagnostic/planned_contrasts.csv,12,planned,
rq5b_approximate_vs_count.01,1466,"Both approximate-support variants improve over exact count gating in the 30-seed application shift. kNN support improves AUC by 0.422 ([0.108, 0.738], Holm $p=0.0164$), while feature-distance support improves AUC by 0.766 ([0.334, 1.193], Holm $p=0.00415$).",primary_confirmatory,confirmatory,mapped,1,1,approximate_support.planned,ApplicationNavigation-deployment-goal-shift,knn_vs_exact_count,return_auc,0.016406923351572,0.0208498518913984,results/approx_support/planned_contrasts.csv,2,planned,
rq5b_approximate_vs_count.02,1466,"Both approximate-support variants improve over exact count gating in the 30-seed application shift. kNN support improves AUC by 0.422 ([0.108, 0.738], Holm $p=0.0164$), while feature-distance support improves AUC by 0.766 ([0.334, 1.193], Holm $p=0.00415$).",primary_confirmatory,confirmatory,mapped,1,1,approximate_support.planned,ApplicationNavigation-deployment-goal-shift,feature_distance_vs_exact_count,return_auc,0.0041547241200469,0.0043755508959293,results/approx_support/planned_contrasts.csv,3,planned,
rq5b_approximate_vs_tabular.01,1466,Neither becomes a generally superior controller: kNN support is worse than tabular Q-learning by 2.088 and feature-distance support by 1.744; all 30 kNN pairs and 28 of 30 feature-distance pairs favor tabular learning.,primary_confirmatory,confirmatory,mapped,1,1,approximate_support.planned,ApplicationNavigation-deployment-goal-shift,knn_vs_tabular,return_auc,9.356662884330322e-10,7.450580596923828e-09,results/approx_support/planned_contrasts.csv,4,planned,
rq5b_approximate_vs_tabular.02,1466,Neither becomes a generally superior controller: kNN support is worse than tabular Q-learning by 2.088 and feature-distance support by 1.744; all 30 kNN pairs and 28 of 30 feature-distance pairs favor tabular learning.,primary_confirmatory,confirmatory,mapped,1,1,approximate_support.planned,ApplicationNavigation-deployment-goal-shift,feature_distance_vs_tabular,return_auc,2.832740095514615e-09,2.7939677238464355e-08,results/approx_support/planned_contrasts.csv,5,planned,
rq6_fuzzy_application.01,1505,"The fuzzy gate improves AUC over the \dqncomparator{} by 0.575 ([0.152, 0.987], $t$-Holm $p=0.0256$, Wilcoxon-Holm $p=0.0163$), but its 0.211 difference from count gating is not significant ([$-0.171$, 0.626]).",primary_confirmatory,confirmatory,mapped,1,1,application_navigation_case_study.planned,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_dqn,return_auc,0.0256174442385953,0.0162859596312046,results/application_navigation_case_study/planned_contrasts.csv,4,planned,
rq6_fuzzy_application.02,1505,"The fuzzy gate improves AUC over the \dqncomparator{} by 0.575 ([0.152, 0.987], $t$-Holm $p=0.0256$, Wilcoxon-Holm $p=0.0163$), but its 0.211 difference from count gating is not significant ([$-0.171$, 0.626]).",primary_confirmatory,confirmatory,mapped,1,1,application_navigation_case_study.planned,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_count,return_auc,0.3175024229904081,0.4645450450479984,results/application_navigation_case_study/planned_contrasts.csv,2,planned,
